#Position (bp)	Coverage
21.5	12.642857142857142
63.5	10.19047619047619
105.5	6.0476190476190474
147.5	4.9523809523809526
189.5	6.9523809523809526
231.5	5.595238095238095
273.5	10.071428571428571
315.5	16.095238095238095
357.5	7.285714285714286
399.5	5.9523809523809526
441.5	8.119047619047619
483.5	11.857142857142858
525.5	9.214285714285714
567.5	4.619047619047619
609.5	8.380952380952381
651.5	8.571428571428571
693.5	9.761904761904763
735.5	6.904761904761905
777.5	7.380952380952381
819.5	6.9523809523809526
861.5	5.095238095238095
903.5	9.142857142857142
945.5	6.119047619047619
987.5	9.476190476190476
1029.5	10.857142857142858
1071.5	8.595238095238095
1113.5	7.523809523809524
1155.5	9.404761904761905
1197.5	5.5
1239.5	6.857142857142857
1281.5	11.071428571428571
1323.5	16.11904761904762
1365.5	5.5476190476190474
1407.5	6.523809523809524
1449.5	8.047619047619047
1491.5	9.238095238095237
1533.5	10.404761904761905
1575.5	8.071428571428571
1617.5	10.642857142857142
1659.5	10.023809523809524
1701.5	9.380952380952381
1743.5	13.952380952380953
1785.5	12.166666666666666
1827.5	13.619047619047619
1869.5	8.0
1911.5	8.476190476190476
1953.5	10.357142857142858
1995.5	7.523809523809524
2037.5	12.023809523809524
2079.5	7.833333333333333
2121.5	8.595238095238095
2163.5	7.595238095238095
2205.5	8.880952380952381
2247.5	9.714285714285714
2289.5	2.857142857142857
2331.5	6.976190476190476
2373.5	9.833333333333334
2415.5	11.595238095238095
2457.5	16.261904761904763
2499.5	15.428571428571429
2541.5	9.523809523809524
2583.5	14.023809523809524
2625.5	8.857142857142858
2667.5	10.071428571428571
2709.5	6.309523809523809
2751.5	9.952380952380953
2793.5	5.690476190476191
2835.5	6.785714285714286
2877.5	6.666666666666667
2919.5	9.095238095238095
2961.5	5.976190476190476
3003.5	7.428571428571429
3045.5	9.738095238095237
3087.5	7.523809523809524
3129.5	7.166666666666667
3171.5	8.047619047619047
3213.5	9.357142857142858
3255.5	4.023809523809524
3297.5	9.380952380952381
3339.5	9.476190476190476
3381.5	11.714285714285714
3423.5	11.023809523809524
3465.5	8.619047619047619
3507.5	10.571428571428571
3549.5	7.571428571428571
3591.5	7.071428571428571
3633.5	9.285714285714286
3675.5	7.809523809523809
3717.5	4.619047619047619
3759.5	5.785714285714286
3801.5	3.9761904761904763
3843.5	6.761904761904762
3885.5	13.0
3927.5	7.0476190476190474
3969.5	8.904761904761905
4011.5	11.880952380952381
4053.5	10.547619047619047
4095.5	6.333333333333333
4137.5	5.523809523809524
4179.5	7.761904761904762
4221.5	9.380952380952381
4263.5	6.9523809523809526
4305.5	5.833333333333333
4347.5	5.309523809523809
4389.5	1.6428571428571428
4431.5	8.666666666666666
4473.5	7.166666666666667
4515.5	7.9523809523809526
4557.5	7.904761904761905
4599.5	8.30952380952381
4641.5	7.0476190476190474
4683.5	11.428571428571429
4725.5	8.952380952380953
4767.5	13.785714285714286
4809.5	7.809523809523809
4851.5	8.30952380952381
4893.5	5.5
4935.5	7.095238095238095
4977.5	6.904761904761905
5019.5	8.142857142857142
5061.5	12.261904761904763
5103.5	5.857142857142857
5145.5	10.071428571428571
5187.5	10.833333333333334
5229.5	4.0
5271.5	9.333333333333334
5313.5	10.5
5355.5	9.357142857142858
5397.5	15.047619047619047
5439.5	8.928571428571429
5481.5	6.428571428571429
5523.5	4.5
5565.5	5.285714285714286
5607.5	4.738095238095238
5649.5	5.404761904761905
5691.5	5.595238095238095
5733.5	5.761904761904762
5775.5	6.642857142857143
5817.5	4.9523809523809526
5859.5	6.285714285714286
5901.5	6.785714285714286
5943.5	5.0476190476190474
5985.5	7.238095238095238
6027.5	4.976190476190476
6069.5	9.261904761904763
6111.5	8.047619047619047
6153.5	8.047619047619047
6195.5	6.285714285714286
6237.5	5.571428571428571
6279.5	5.357142857142857
6321.5	5.404761904761905
6363.5	7.785714285714286
6405.5	7.357142857142857
6447.5	6.523809523809524
6489.5	11.404761904761905
6531.5	7.690476190476191
6573.5	8.833333333333334
6615.5	10.5
6657.5	7.309523809523809
6699.5	5.0
6741.5	4.9523809523809526
6783.5	8.285714285714286
6825.5	9.714285714285714
6867.5	7.166666666666667
6909.5	8.547619047619047
6951.5	9.642857142857142
6993.5	8.547619047619047
7035.5	6.571428571428571
7077.5	10.928571428571429
7119.5	8.904761904761905
7161.5	11.214285714285714
7203.5	6.0
7245.5	4.0476190476190474
7287.5	9.0
7329.5	6.857142857142857
7371.5	3.857142857142857
7413.5	8.642857142857142
7455.5	8.333333333333334
7497.5	9.095238095238095
7539.5	7.119047619047619
7581.5	3.261904761904762
7623.5	3.4285714285714284
7665.5	8.095238095238095
7707.5	10.285714285714286
7749.5	11.142857142857142
7791.5	5.333333333333333
7833.5	9.0
7875.5	10.880952380952381
7917.5	7.380952380952381
7959.5	9.857142857142858
8001.5	5.309523809523809
8043.5	6.142857142857143
8085.5	8.666666666666666
8127.5	9.428571428571429
8169.5	6.928571428571429
8211.5	8.928571428571429
8253.5	4.285714285714286
8295.5	7.690476190476191
8337.5	3.261904761904762
8379.5	7.333333333333333
8421.5	8.880952380952381
8463.5	7.333333333333333
8505.5	8.119047619047619
8547.5	3.880952380952381
8589.5	4.666666666666667
8631.5	6.0476190476190474
8673.5	8.023809523809524
8715.5	9.714285714285714
8757.5	10.166666666666666
8799.5	7.5
8841.5	7.0
8883.5	8.214285714285714
8925.5	8.428571428571429
8967.5	3.6904761904761907
9009.5	5.476190476190476
9051.5	3.7142857142857144
9093.5	4.642857142857143
9135.5	8.904761904761905
9177.5	8.761904761904763
9219.5	7.642857142857143
9261.5	6.214285714285714
9303.5	6.833333333333333
9345.5	4.214285714285714
9387.5	5.476190476190476
9429.5	4.5
9471.5	3.761904761904762
9513.5	10.404761904761905
9555.5	7.738095238095238
9597.5	10.785714285714286
9639.5	7.666666666666667
9681.5	2.142857142857143
9723.5	6.928571428571429
9765.5	7.666666666666667
9807.5	6.357142857142857
9849.5	9.0
9891.5	15.285714285714286
9933.5	14.666666666666666
9975.5	7.785714285714286
10017.5	5.071428571428571
10059.5	9.333333333333334
10101.5	6.5476190476190474
10143.5	2.3095238095238093
10185.5	8.547619047619047
10227.5	10.380952380952381
10269.5	9.952380952380953
10311.5	6.833333333333333
10353.5	6.166666666666667
10395.5	4.619047619047619
10437.5	8.333333333333334
10479.5	9.023809523809524
10521.5	10.952380952380953
10563.5	7.309523809523809
10605.5	7.595238095238095
10647.5	6.261904761904762
10689.5	2.880952380952381
10731.5	5.666666666666667
10773.5	6.619047619047619
10815.5	7.880952380952381
10857.5	2.5238095238095237
10899.5	9.523809523809524
10941.5	13.428571428571429
10983.5	8.880952380952381
11025.5	8.595238095238095
11067.5	5.5
11109.5	3.9047619047619047
11151.5	5.785714285714286
11193.5	8.047619047619047
11235.5	4.5
11277.5	6.404761904761905
11319.5	8.380952380952381
11361.5	7.928571428571429
11403.5	4.214285714285714
11445.5	9.833333333333334
11487.5	8.142857142857142
11529.5	5.785714285714286
11571.5	9.666666666666666
11613.5	10.880952380952381
11655.5	9.571428571428571
11697.5	7.5476190476190474
11739.5	10.714285714285714
11781.5	7.690476190476191
11823.5	11.142857142857142
11865.5	7.761904761904762
11907.5	8.261904761904763
11949.5	8.642857142857142
11991.5	8.857142857142858
12033.5	12.642857142857142
12075.5	7.261904761904762
12117.5	8.357142857142858
12159.5	13.904761904761905
12201.5	5.357142857142857
12243.5	4.309523809523809
12285.5	2.119047619047619
12327.5	4.095238095238095
12369.5	7.023809523809524
12411.5	1.2619047619047619
12453.5	5.904761904761905
12495.5	6.214285714285714
12537.5	8.80952380952381
12579.5	10.642857142857142
12621.5	6.761904761904762
12663.5	7.404761904761905
12705.5	9.714285714285714
12747.5	5.666666666666667
12789.5	7.809523809523809
12831.5	8.380952380952381
12873.5	4.880952380952381
12915.5	8.785714285714286
12957.5	10.333333333333334
12999.5	6.428571428571429
13041.5	3.5714285714285716
13083.5	1.3333333333333333
13125.5	6.261904761904762
13167.5	6.904761904761905
13209.5	8.880952380952381
13251.5	6.404761904761905
13293.5	7.071428571428571
13335.5	12.404761904761905
13377.5	8.357142857142858
13419.5	3.357142857142857
13461.5	3.3095238095238093
13503.5	2.9523809523809526
13545.5	3.9285714285714284
13587.5	5.880952380952381
13629.5	6.690476190476191
13671.5	7.404761904761905
13713.5	5.9523809523809526
13755.5	8.976190476190476
13797.5	4.119047619047619
13839.5	9.404761904761905
13881.5	6.5476190476190474
13923.5	6.928571428571429
13965.5	9.0
14007.5	9.119047619047619
14049.5	8.119047619047619
14091.5	9.904761904761905
14133.5	15.238095238095237
14175.5	13.80952380952381
14217.5	4.833333333333333
14259.5	10.571428571428571
14301.5	8.666666666666666
14343.5	5.714285714285714
14385.5	3.619047619047619
14427.5	5.166666666666667
14469.5	9.80952380952381
14511.5	7.285714285714286
14553.5	4.738095238095238
14595.5	6.142857142857143
14637.5	4.476190476190476
14679.5	6.023809523809524
14721.5	5.595238095238095
14763.5	6.642857142857143
14805.5	6.523809523809524
14847.5	13.023809523809524
14889.5	8.071428571428571
14931.5	6.071428571428571
14973.5	9.642857142857142
15015.5	4.261904761904762
15057.5	5.666666666666667
15099.5	7.238095238095238
15141.5	5.309523809523809
15183.5	4.523809523809524
15225.5	9.476190476190476
15267.5	11.071428571428571
15309.5	13.452380952380953
15351.5	8.523809523809524
15393.5	10.714285714285714
15435.5	10.666666666666666
15477.5	12.0
15519.5	6.166666666666667
15561.5	10.928571428571429
15603.5	5.5476190476190474
15645.5	10.571428571428571
15687.5	5.476190476190476
15729.5	4.9523809523809526
15771.5	4.428571428571429
15813.5	6.4523809523809526
15855.5	8.285714285714286
15897.5	10.285714285714286
15939.5	6.428571428571429
15981.5	4.4523809523809526
16023.5	2.9285714285714284
16065.5	2.9285714285714284
16107.5	1.4047619047619047
16149.5	0.0
16191.5	0.0
