##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	ANCIENT.SIM.CONT.COV-7.5.RUN-5.fq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3890
Sequences flagged as poor quality	0
Sequence length	30-49
%GC	37
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	33.25809768637532	34.0	33.0	34.0	32.0	34.0
2	32.93933161953728	34.0	33.0	34.0	32.0	34.0
3	32.88586118251928	34.0	33.0	34.0	32.0	34.0
4	32.81748071979435	34.0	33.0	34.0	32.0	34.0
5	32.962210796915166	34.0	33.0	34.0	32.0	34.0
6	36.34318766066838	38.0	37.0	38.0	34.0	38.0
7	36.623650385604115	38.0	38.0	38.0	34.0	38.0
8	36.66992287917738	38.0	38.0	38.0	35.0	38.0
9	36.83727506426735	38.0	38.0	38.0	36.0	38.0
10	36.89485861182519	38.0	38.0	38.0	36.0	38.0
11	36.783033419023134	38.0	38.0	38.0	35.0	38.0
12	36.9719794344473	38.0	38.0	38.0	36.0	38.0
13	36.854755784061695	38.0	38.0	38.0	36.0	38.0
14	36.890488431876605	38.0	38.0	38.0	36.0	38.0
15	36.83084832904884	38.0	38.0	38.0	36.0	38.0
16	36.70411311053984	38.0	38.0	38.0	35.0	38.0
17	36.80899742930591	38.0	38.0	38.0	36.0	38.0
18	36.80051413881748	38.0	38.0	38.0	36.0	38.0
19	36.824935732647816	38.0	38.0	38.0	36.0	38.0
20	36.74190231362468	38.0	38.0	38.0	36.0	38.0
21	36.789974293059124	38.0	38.0	38.0	36.0	38.0
22	36.80874035989717	38.0	38.0	38.0	36.0	38.0
23	36.7293059125964	38.0	38.0	38.0	35.0	38.0
24	36.854498714652955	38.0	38.0	38.0	36.0	38.0
25	36.84190231362468	38.0	38.0	38.0	36.0	38.0
26	36.74858611825193	38.0	38.0	38.0	36.0	38.0
27	36.76606683804627	38.0	38.0	38.0	36.0	38.0
28	36.804884318766064	38.0	38.0	38.0	36.0	38.0
29	36.83856041131106	38.0	38.0	38.0	36.0	38.0
30	36.75012853470437	38.0	38.0	38.0	36.0	38.0
31	36.797518159806295	38.0	38.0	38.0	36.0	38.0
32	36.80287253141831	38.0	38.0	38.0	35.0	38.0
33	36.83846830985915	38.0	38.0	38.0	36.0	38.0
34	36.8722371967655	38.0	38.0	38.0	36.0	38.0
35	36.83467741935484	38.0	38.0	38.0	35.0	38.0
36	36.85129490392648	38.0	38.0	38.0	36.0	38.0
37	37.026804123711344	38.0	38.0	38.0	36.0	38.0
38	36.76020408163265	38.0	38.0	38.0	35.0	38.0
39	37.1820987654321	38.0	38.0	38.0	37.0	38.0
40	36.60075329566855	38.0	38.0	38.0	35.0	38.0
41	36.50797266514807	38.0	38.0	38.0	35.0	38.0
42	36.74540682414698	38.0	38.0	38.0	35.0	38.0
43	36.82312925170068	38.0	38.0	38.0	36.0	38.0
44	36.80555555555556	38.0	38.0	38.0	35.0	38.0
45	36.74096385542169	38.0	38.0	38.0	35.0	38.0
46	36.652542372881356	38.0	38.0	38.0	35.0	38.0
47	37.10588235294118	NaN	NaN	NaN	NaN	NaN
48	37.333333333333336	NaN	NaN	NaN	NaN	NaN
49	37.1578947368421	NaN	NaN	NaN	NaN	NaN
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
8	1	-6.383116883116884
8	2	1.105194805194806
8	3	0.9636363636363612
8	4	1.0493506493506501
8	5	1.2142857142857153
8	6	1.874025974025976
8	7	-22.375324675324677
8	8	1.710389610389612
8	9	1.077922077922075
8	10	1.0467532467532479
8	11	1.1012987012987026
8	12	0.8688311688311714
8	13	1.1558441558441572
8	14	1.0558441558441558
8	15	1.2441558441558414
8	16	0.7649350649350666
8	17	1.4350649350649363
8	18	1.2324675324675312
8	19	1.0038961038961034
8	20	1.0896103896103924
8	21	1.3883116883116884
8	22	0.9844155844155864
8	23	0.21948051948051983
8	24	1.2519480519480553
8	25	1.0896103896103924
8	26	1.6805194805194787
8	27	1.4506493506493499
8	28	-3.6025974025974037
8	29	1.096103896103898
8	30	1.567532467532466
8	31	4.111688311688312
8	32	11.37142857142857
8	33	15.475324675324675
8	34	19.56103896103896
8	35	19.197402597402597
8	36	-11.425974025974027
8	37	-8.987012987012987
8	38	-7.545454545454546
8	39	-6.285714285714286
8	40	-5.244155844155844
8	41	-4.763636363636364
8	42	-4.077922077922078
8	43	-3.0493506493506493
8	44	-1.955844155844156
8	45	-1.2155844155844155
8	46	-0.8493506493506493
8	47	-0.6909090909090909
8	48	-0.1974025974025974
8	49	-0.0987012987012987
14	1	0.6168831168831161
14	2	1.105194805194806
14	3	0.9636363636363612
14	4	1.0493506493506501
14	5	0.2142857142857153
14	6	1.874025974025976
14	7	1.624675324675323
14	8	-3.289610389610388
14	9	1.077922077922075
14	10	1.0467532467532479
14	11	1.1012987012987026
14	12	0.8688311688311714
14	13	1.1558441558441572
14	14	1.0558441558441558
14	15	-20.75584415584416
14	16	0.7649350649350666
14	17	1.4350649350649363
14	18	0.23246753246753116
14	19	1.0038961038961034
14	20	1.0896103896103924
14	21	1.3883116883116884
14	22	-0.015584415584413591
14	23	1.2194805194805198
14	24	1.2519480519480553
14	25	1.0896103896103924
14	26	-8.319480519480521
14	27	1.4506493506493499
14	28	1.3974025974025963
14	29	1.096103896103898
14	30	1.567532467532466
14	31	-30.88831168831169
14	32	-26.62857142857143
14	33	-22.524675324675325
14	34	-18.43896103896104
14	35	-14.802597402597403
14	36	-11.425974025974027
14	37	-8.987012987012987
14	38	-7.545454545454546
14	39	-6.285714285714286
14	40	-5.244155844155844
14	41	-4.763636363636364
14	42	-4.077922077922078
14	43	-3.0493506493506493
14	44	-1.955844155844156
14	45	-1.2155844155844155
14	46	-0.8493506493506493
14	47	-0.6909090909090909
14	48	-0.1974025974025974
14	49	-0.0987012987012987
22	1	0.6168831168831161
22	2	0.10519480519480595
22	3	0.9636363636363612
22	4	-0.9506493506493499
22	5	1.2142857142857153
22	6	1.874025974025976
22	7	1.624675324675323
22	8	0.7103896103896119
22	9	1.077922077922075
22	10	1.0467532467532479
22	11	1.1012987012987026
22	12	-7.131168831168829
22	13	1.1558441558441572
22	14	1.0558441558441558
22	15	-20.75584415584416
22	16	0.7649350649350666
22	17	1.4350649350649363
22	18	1.2324675324675312
22	19	1.0038961038961034
22	20	1.0896103896103924
22	21	-20.61168831168831
22	22	0.9844155844155864
22	23	1.2194805194805198
22	24	1.2519480519480553
22	25	1.0896103896103924
22	26	-20.31948051948052
22	27	1.4506493506493499
22	28	1.3974025974025963
22	29	1.096103896103898
22	30	1.567532467532466
22	31	7.111688311688312
22	32	11.37142857142857
22	33	1.475324675324675
22	34	-18.43896103896104
