##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	ANCIENT.SIM.CONT.COV-7.5.RUN-4.fq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3890
Sequences flagged as poor quality	0
Sequence length	30-49
%GC	37
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	33.28688946015424	34.0	33.0	34.0	32.0	34.0
2	32.86426735218509	34.0	33.0	34.0	32.0	34.0
3	32.8388174807198	34.0	33.0	34.0	32.0	34.0
4	32.8133676092545	34.0	33.0	34.0	32.0	34.0
5	32.905398457583544	34.0	33.0	34.0	32.0	34.0
6	36.336246786632394	38.0	37.0	38.0	34.0	38.0
7	36.52853470437018	38.0	38.0	38.0	34.0	38.0
8	36.72647814910026	38.0	38.0	38.0	35.0	38.0
9	36.76272493573265	38.0	38.0	38.0	36.0	38.0
10	36.83161953727507	38.0	38.0	38.0	36.0	38.0
11	36.82159383033419	38.0	38.0	38.0	36.0	38.0
12	36.731876606683805	38.0	38.0	38.0	35.0	38.0
13	36.8719794344473	38.0	38.0	38.0	36.0	38.0
14	36.84550128534704	38.0	38.0	38.0	36.0	38.0
15	36.78457583547558	38.0	38.0	38.0	35.0	38.0
16	36.84601542416453	38.0	38.0	38.0	36.0	38.0
17	36.817737789203086	38.0	38.0	38.0	36.0	38.0
18	36.76478149100257	38.0	38.0	38.0	35.0	38.0
19	36.79588688946016	38.0	38.0	38.0	36.0	38.0
20	36.65372750642673	38.0	38.0	38.0	35.0	38.0
21	36.67172236503856	38.0	38.0	38.0	35.0	38.0
22	36.74935732647815	38.0	38.0	38.0	36.0	38.0
23	36.850642673521854	38.0	38.0	38.0	36.0	38.0
24	36.847300771208225	38.0	38.0	38.0	36.0	38.0
25	36.738303341902316	38.0	38.0	38.0	35.0	38.0
26	36.73444730077121	38.0	38.0	38.0	35.0	38.0
27	36.797429305912594	38.0	38.0	38.0	35.0	38.0
28	36.702827763496146	38.0	38.0	38.0	35.0	38.0
29	36.80796915167095	38.0	38.0	38.0	36.0	38.0
30	36.91413881748072	38.0	38.0	38.0	36.0	38.0
31	36.86800486618005	38.0	38.0	38.0	36.0	38.0
32	36.9534376136777	38.0	38.0	38.0	36.0	38.0
33	36.78043282236249	38.0	38.0	38.0	35.0	38.0
34	36.83760217983651	38.0	38.0	38.0	36.0	38.0
35	36.65985003408316	38.0	38.0	38.0	35.0	38.0
36	36.85938792390405	38.0	38.0	38.0	35.0	38.0
37	36.734406438631794	38.0	38.0	38.0	35.0	38.0
38	36.758104738154614	38.0	38.0	38.0	35.0	38.0
39	36.90582959641256	38.0	38.0	38.0	36.0	38.0
40	36.91806331471136	38.0	38.0	38.0	35.0	38.0
41	36.657015590200444	38.0	38.0	38.0	35.0	38.0
42	36.54838709677419	38.0	38.0	38.0	34.0	38.0
43	37.013888888888886	38.0	38.0	38.0	35.0	38.0
44	36.6578947368421	38.0	38.0	38.0	35.0	38.0
45	36.85625	38.0	38.0	38.0	36.0	38.0
46	36.92173913043478	38.0	38.0	38.0	35.0	38.0
47	37.229729729729726	NaN	NaN	NaN	NaN	NaN
48	35.65217391304348	NaN	NaN	NaN	NaN	NaN
49	37.583333333333336	NaN	NaN	NaN	NaN	NaN
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
12	1	-3.3532467532467507
12	2	1.1870129870129844
12	3	-4.903896103896102
12	4	0.01038961038960906
12	5	1.1597402597402606
12	6	1.7077922077922096
12	7	1.7714285714285722
12	8	1.3389610389610382
12	9	1.5038961038961034
12	10	1.1714285714285708
12	11	0.9506493506493499
12	12	1.0701298701298683
12	13	1.067532467532466
12	14	1.0935064935064958
12	15	1.0818181818181785
12	16	1.153246753246755
12	17	-0.864935064935068
12	18	1.5714285714285694
12	19	-12.63376623376623
12	20	1.4454545454545453
12	21	1.258441558441561
12	22	1.0324675324675354
12	23	-8.745454545454542
12	24	1.2389610389610368
12	25	1.1909090909090878
12	26	1.4025974025974008
12	27	1.3298701298701303
12	28	1.210389610389612
12	29	1.1402597402597436
12	30	-1.2831168831168824
12	31	5.922077922077925
12	32	10.566233766233765
12	33	17.08051948051948
12	34	20.73896103896104
12	35	-13.85064935064935
12	36	-11.362337662337662
12	37	-9.82077922077922
12	38	-7.71948051948052
12	39	-6.444155844155844
12	40	-5.233766233766234
12	41	-4.572727272727272
12	42	-3.27012987012987
12	43	-2.9506493506493507
12	44	-2.7454545454545456
12	45	-1.7272727272727273
12	46	-1.348051948051948
12	47	-0.8727272727272727
12	48	-0.2961038961038961
12	49	-0.0987012987012987
17	1	-0.3532467532467507
17	2	-0.8129870129870156
17	3	-0.903896103896102
17	4	1.010389610389609
17	5	1.1597402597402606
17	6	1.7077922077922096
17	7	0.7714285714285722
17	8	1.3389610389610382
17	9	1.5038961038961034
17	10	1.1714285714285708
17	11	-3.04935064935065
17	12	1.0701298701298683
17	13	1.067532467532466
17	14	1.0935064935064958
17	15	1.0818181818181785
17	16	1.153246753246755
17	17	1.135064935064932
17	18	1.5714285714285694
17	19	1.3662337662337691
17	20	1.4454545454545453
17	21	1.258441558441561
17	22	1.0324675324675354
17	23	1.2545454545454575
17	24	1.2389610389610368
17	25	-0.8090909090909122
17	26	1.4025974025974008
17	27	1.3298701298701303
17	28	1.210389610389612
17	29	1.1402597402597436
17	30	0.7168831168831176
17	31	5.922077922077925
17	32	10.566233766233765
17	33	-4.919480519480519
17	34	20.73896103896104
17	35	24.14935064935065
17	36	26.637662337662338
17	37	22.179220779220778
17	38	30.28051948051948
17	39	31.555844155844156
17	40	32.76623376623377
17	41	32.42727272727273
17	42	34.72987012987013
17	43	35.04935064935065
17	44	-2.7454545454545456
17	45	-1.7272727272727273
17	46	-1.348051948051948
17	47	-0.8727272727272727
17	48	-0.2961038961038961
17	49	-0.0987012987012987
26	1	0.6467532467532493
26	2	1.1870129870129844
26	3	1.096103896103898
26	4	-0.9896103896103909
26	5	0.15974025974026063
26	6	-1.2922077922077904
26	7	-20.228571428571428
26	8	1.3389610389610382
26	9	0.5038961038961034
26	10	1.1714285714285708
26	11	0.9506493506493499
26	12	-0.9298701298701317
26	13	1.067532467532466
26	14	1.0935064935064958
26	15	1.0818181818181785
26	16	1.153246753246755
26	17	1.135064935064932
26	18	0.5714285714285694
26	19	-0.6337662337662309
26	20	1.4454545454545453
26	21	1.258441558441561
26	22	1.0324675324675354
26	23	1.2545454545454575
26	24	1.2389610389610368
26	25	1.1909090909090878
26	26	1.4025974025974008
26	27	1.3298701298701303
26	28	1.210389610389612
26	29	1.1402597402597436
26	30	0.7168831168831176
26	31	5.922077922077925
26	32	10.566233766233765
26	33	15.08051948051948
26	34	20.73896103896104
26	35	24.14935064935065
26	36	26.637662337662338
26	37	28.179220779220778
26	38	30.28051948051948
26	39	31.555844155844156
26	40	29.766233766233768
26	41	33.42727272727273
26	42	-3.27012987012987
26	43	-2.9506493506493507
26	44	-2.7454545454545456
26	45	-1.7272727272727273
26	46	-1.348051948051948
26	47	-0.8727272727272727
26	48	-0.2961038961038961
26	49	-0.0987012987012987
55	1	-0.3532467532467507
55	2	1.1870129870129844
55	3	1.096103896103898
55	4	1.010389610389609
55	5	0.15974025974026063
55	6	1.7077922077922096
55	7	1.7714285714285722
55	8	-20.66103896103896
55	9	-10.496103896103897
55	10	-1.8285714285714292
55	11	0.9506493506493499
55	12	1.0701298701298683
55	13	1.067532467532466
55	14	1.0935064935064958
55	15	1.0818181818181785
55	16	1.153246753246755
55	17	-8.864935064935068
55	18	1.5714285714285694
55	19	1.3662337662337691
55	20	1.4454545454545453
55	21	1.258441558441561
55	22	1.0324675324675354
55	23	1.2545454545454575
55	24	-3.761038961038963
55	25	1.1909090909090878
55	26	1.4025974025974008
55	27	-22.67012987012987
55	28	1.210389610389612
55	29	1.1402597402597436
55	30	0.7168831168831176
55	31	-32.077922077922075
55	32	-27.433766233766235
55	33	-20.91948051948052
55	34	-17.26103896103896
55	35	-13.85064935064935
55	36	-11.362337662337662
55	37	-9.82077922077922
55	38	-7.71948051948052
55	39	-6.444155844155844
55	40	-5.233766233766234
55	41	-4.572727272727272
55	42	-3.27012987012987
55	43	-2.9506493506493507
55	44	-2.7454545454545456
55	45	-1.7272727272727273
55	46	-1.348051948051948
55	47	-0.8727272727272727
55	48	-0.2961038961038961
55	49	-0.0987012987012987
148	1	0.6467532467532493
148	2	0.1870129870129844
148	3	0.09610389610389802
148	4	-0.9896103896103909
148	5	1.1597402597402606
148	6	1.7077922077922096
148	7	0.7714285714285722
148	8	-20.66103896103896
148	9	1.5038961038961034
148	10	1.1714285714285708
148	11	0.9506493506493499
148	12	-0.9298701298701317
148	13	1.067532467532466
148	14	1.0935064935064958
148	15	1.0818181818181785
148	16	1.153246753246755
148	17	-10.864935064935068
148	18	-3.4285714285714306
148	19	1.3662337662337691
148	20	1.4454545454545453
148	21	1.258441558441561
148	22	1.0324675324675354
148	23	1.2545454545454575
148	24	1.2389610389610368
148	25	1.1909090909090878
148	26	1.4025974025974008
148	27	1.3298701298701303
148	28	1.210389610389612
148	29	1.1402597402597436
148	30	0.7168831168831176
148	31	5.922077922077925
148	32	10.566233766233765
148	33	-20.91948051948052
148	34	-17.26103896103896
148	35	-13.85064935064935
148	36	-11.362337662337662
148	37	-9.82077922077922
148	38	-7.71948051948052
148	39	-6.444155844155844
148	40	-5.233766233766234
148	41	-4.572727272727272
148	42	-3.27012987012987
148	43	-2.9506493506493507
148	44	-2.7454545454545456
148	45	-1.7272727272727273
148	46	-1.348051948051948
148	47	-0.8727272727272727
148	48	-0.2961038961038961
148	49	-0.0987012987012987
160	1	-1.3532467532467507
160	2	-0.8129870129870156
160	3	0.09610389610389802
160	4	0.01038961038960906
160	5	1.1597402597402606
160	6	1.7077922077922096
160	7	0.7714285714285722
160	8	1.3389610389610382
160	9	1.5038961038961034
160	10	-10.82857142857143
160	11	0.9506493506493499
160	12	0.07012987012986827
160	13	1.067532467532466
160	14	1.0935064935064958
160	15	1.0818181818181785
160	16	1.153246753246755
160	17	1.135064935064932
160	18	1.5714285714285694
160	19	1.3662337662337691
160	20	1.4454545454545453
160	21	1.258441558441561
160	22	1.0324675324675354
160	23	1.2545454545454575
160	24	0.23896103896103682
160	25	1.1909090909090878
160	26	1.4025974025974008
160	27	1.3298701298701303
160	28	1.210389610389612
160	29	1.1402597402597436
160	30	0.7168831168831176
160	31	5.922077922077925
160	32	10.566233766233765
160	33	17.08051948051948
160	34	20.73896103896104
160	35	24.14935064935065
160	36	26.637662337662338
160	37	28.179220779220778
160	38	30.28051948051948
160	39	31.555844155844156
160	40	32.76623376623377
160	41	33.42727272727273
160	42	-3.27012987012987
160	43	-2.9506493506493507
160	44	-2.7454545454545456
160	45	-1.7272727272727273
160	46	-1.348051948051948
