#Position (bp)	Coverage
21.5	9.214285714285714
63.5	12.619047619047619
105.5	6.4523809523809526
147.5	5.023809523809524
189.5	7.5
231.5	6.595238095238095
273.5	11.976190476190476
315.5	13.166666666666666
357.5	10.095238095238095
399.5	5.380952380952381
441.5	12.19047619047619
483.5	7.357142857142857
525.5	7.476190476190476
567.5	6.857142857142857
609.5	6.928571428571429
651.5	9.214285714285714
693.5	10.80952380952381
735.5	5.523809523809524
777.5	8.333333333333334
819.5	5.404761904761905
861.5	7.761904761904762
903.5	12.333333333333334
945.5	6.5476190476190474
987.5	9.666666666666666
1029.5	9.738095238095237
1071.5	9.0
1113.5	9.095238095238095
1155.5	4.9523809523809526
1197.5	6.119047619047619
1239.5	7.095238095238095
1281.5	13.642857142857142
1323.5	7.5476190476190474
1365.5	7.666666666666667
1407.5	7.738095238095238
1449.5	6.309523809523809
1491.5	10.19047619047619
1533.5	11.047619047619047
1575.5	10.857142857142858
1617.5	8.19047619047619
1659.5	7.476190476190476
1701.5	8.5
1743.5	12.761904761904763
1785.5	8.119047619047619
1827.5	12.285714285714286
1869.5	12.833333333333334
1911.5	10.047619047619047
1953.5	15.261904761904763
1995.5	9.0
2037.5	12.452380952380953
2079.5	8.880952380952381
2121.5	8.928571428571429
2163.5	9.5
2205.5	9.928571428571429
2247.5	3.4285714285714284
2289.5	5.690476190476191
2331.5	8.619047619047619
2373.5	7.5476190476190474
2415.5	16.404761904761905
2457.5	12.80952380952381
2499.5	13.047619047619047
2541.5	14.166666666666666
2583.5	11.523809523809524
2625.5	8.166666666666666
2667.5	8.023809523809524
2709.5	7.023809523809524
2751.5	6.214285714285714
2793.5	6.595238095238095
2835.5	7.571428571428571
2877.5	10.619047619047619
2919.5	5.261904761904762
2961.5	5.785714285714286
3003.5	6.404761904761905
3045.5	6.976190476190476
3087.5	5.428571428571429
3129.5	8.023809523809524
3171.5	6.857142857142857
3213.5	6.357142857142857
3255.5	5.523809523809524
3297.5	9.19047619047619
3339.5	8.738095238095237
3381.5	11.023809523809524
3423.5	9.19047619047619
3465.5	8.5
3507.5	10.285714285714286
3549.5	5.190476190476191
3591.5	7.5
3633.5	11.904761904761905
3675.5	8.904761904761905
3717.5	4.0
3759.5	5.642857142857143
3801.5	6.071428571428571
3843.5	4.214285714285714
3885.5	11.80952380952381
3927.5	8.214285714285714
3969.5	9.595238095238095
4011.5	11.857142857142858
4053.5	7.166666666666667
4095.5	4.4523809523809526
4137.5	7.190476190476191
4179.5	10.214285714285714
4221.5	7.833333333333333
4263.5	6.761904761904762
4305.5	5.142857142857143
4347.5	2.119047619047619
4389.5	8.761904761904763
4431.5	6.738095238095238
4473.5	8.785714285714286
4515.5	7.285714285714286
4557.5	11.0
4599.5	13.619047619047619
4641.5	7.738095238095238
4683.5	8.285714285714286
4725.5	11.238095238095237
4767.5	6.285714285714286
4809.5	6.642857142857143
4851.5	5.523809523809524
4893.5	6.428571428571429
4935.5	6.4523809523809526
4977.5	8.452380952380953
5019.5	11.571428571428571
5061.5	3.761904761904762
5103.5	7.023809523809524
5145.5	7.142857142857143
5187.5	10.571428571428571
5229.5	4.714285714285714
5271.5	8.523809523809524
5313.5	9.142857142857142
5355.5	8.80952380952381
